M.C.193 M.C.216 M.C.218 M.C.226 M.C.306 M.C.329 M.C.334 M.C.337 M.C.339 M.C.358 M.C.360 M.C.363 M.C.373 M.C.482 M.C.488 M.T.18 M.T.20 M.T.22 M.T.235 M.T.245 M.T.29 M.T.31 M.T.32 M.T.399 M.T.43 M.T.44 M.T.500 M.T.7 M.T.83 M.T.8 LOC baseMean log2FoldChange lfcSE stat pvalue padj cds ncbi_id protein protein_id location gbkey saccver SPID gene.Uni species pident length mismatch gapopen qstart qend sstart send evalue bitscore
2.89644221334511 2.74295863960213 0 0.732217065474416 2.59390505686215 5.26975948297781 2.61587280912319 1.37866791622993 1.95326120707533 2.70825924237838 2.75529734549945 1.08907850790642 2.95596926555292 3.24508942271456 3.43582447708096 2.98653166997171 4.53167695934523 4.68121337248197 5.09734552457693 5.10898992201973 5.31766206325333 3.94875615323764 1.79530368506241 5.77157112640973 3.73354198434308 4.76378109129519 2.68325919000405 5.80485588359897 5.20642614369315 2.46900964214573 LOC132742094 15.7210118061738 1.87542005950473 0.480026962205962 3.90690566814464 9.34856291975485e-5 0.0353531487748729 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
6.52611810440034 7.35632303792812 6.47032109143372 7.31909034348406 7.44529090009799 9.03485444472767 7.64415658751405 7.39428635307497 6.02574328098661 7.00351793527765 8.83705646248644 7.20515342785832 7.21512594108774 8.10237359356049 7.52617910422019 5.88270246005441 5.16578707536409 7.03251001372438 7.04048524008363 6.64870374465897 6.97293911954089 6.54232706637881 6.1160561135755 7.41391532136036 6.23828643888504 6.92324432553711 7.27626125765885 5.74095145976672 6.13096427934413 6.22342897662135 LOC132741637 147.140425711603 -1.02936250443994 0.264346797959998 -3.89398514520955 9.86106909652637e-5 0.0360883319032554 lcl|NW_026854960.1_cds_XP_060585836.1_11961 132741637 "caspase activity and apoptosis inhibitor 1-like" XP_060585836.1 join(442318..442443,450259..450429,501604..501688,512747..512812,541202..541299) CDS sp|Q2T9W9|CAAP1_BOVIN Q2T9W9 CAAP1 BOVIN 36.25 80 51 0 151 390 121 200 2.01e-13 70.5
8.93924662251253 9.12095113769444 9.2530708298706 9.08527532768737 9.56145697398042 9.31573473370308 9.45058803152419 9.68008559131496 8.83531866576469 9.08014553837257 9.01601138583723 9.63422351061879 9.15463360010142 9.01443759493556 9.45450110422628 8.65661855474574 8.64452836702694 8.86901908503642 9.28106410950179 8.95212737532909 8.76381879261213 8.8167063254292 8.60641490562785 8.88389027923112 8.63192512551243 8.74572765801869 9.03878602946618 9.03395720360593 8.95578213645666 9.04853613075519 LOC132746012 540.721225274829 -0.390093275274543 0.101688728324904 -3.8361505911271 1.24977791985778e-4 0.0429658500023834 lcl|NW_026856260.1_cds_XP_060591040.1_16615 132746012 "vasculin-like protein 1 isoform X2" XP_060591040.1 join(304741..304812,305335..305485,306421..306635,307343..307558,307946..308021,308933..309042,313872..313991,314475..314578,315053..315299) CDS sp|Q3KR53|GPBL1_RAT Q3KR53 GPBL1 RAT 34.286 175 83 7 796 1230 281 453 4.18e-14 77.8
8.84705453911037 9.57106120422185 9.08708995863533 9.91242920957142 9.33713727913169 8.89262834349568 10.3768354913937 7.78815537780677 8.39284862046775 9.36567463769201 9.27233238218289 9.78009661287504 9.28280293002362 9.23643143179553 9.96350990237378 8.87717271715358 9.20455026871863 7.86037465477199 7.81771281394421 8.29723019996966 7.45508093432432 9.40415449516452 7.94027038747862 8.55942149830767 8.82256083098325 8.33862857215548 8.6637706687661 8.66070591125838 8.6531836572191 8.8781791162131 LOC132723296 528.595753584393 -0.812366477688171 0.211545371294311 -3.84015245863249 1.22957927033883e-4 0.0429658500023834 lcl|NW_026863772.1_cds_XP_060563952.1_44085 132723296 "uncharacterized protein LOC132723296" XP_060563952.1 complement(join(79685..79851,80072..80176,81092..81184,81597..81650,83142..83434,83870..85931,89758..90721,93824..93870,96873..96968,101277..101372,103504..103629,105374..105595,106197..106448,106589..107470,108619..110715,111769..111930,112500..112656,114899..115093,115997..116087,124594..124749,124949..125241,125494..125558,125936..126096,126404..126677,127552..127646,128476..128672,129488..129544)) CDS sp|Q9H0J4|QRIC2_HUMAN Q9H0J4 QRIC2 HUMAN 22.018 436 304 9 4051 5304 228 645 5.43e-15 86.3
8.38518958730531 9.37714358092976 10.1211361515928 9.42760107776154 9.37703046015472 10.0209375161358 8.35882757924856 9.13005168736433 9.19010937167826 10.3202965683726 10.4046909736358 9.28902552212778 9.18566731361236 9.09336037393684 9.01145509233754 8.04061573857004 8.8123465900292 8.567468527009 8.57974815360425 7.83539971472678 8.15551107605777 8.19009646256274 8.58491448368422 9.31262753545712 7.89572683968981 7.95327473423139 8.51344794388413 7.58761540154011 9.70968383059035 9.58438279215619 LOC132742857 560.056293423501 -0.872954935658364 0.231001891270732 -3.77899475565449 1.57462740066389e-4 0.0462150331026009 lcl|NW_026855305.1_cds_XP_060587330.1_13304 132742857 "RNA-binding motif protein, X-linked 2-like" XP_060587330.1 join(269941..269954,270511..270669,271225..271354,271958..272141,273254..273930) CDS sp|Q8R0F5|RBMX2_MOUSE Q8R0F5 RBMX2 MOUSE 67.974 153 48 1 1 456 1 153 2.47e-73 234
6.67655497717019 7.68649386436686 7.22264127758175 6.60782940741471 7.66888302226009 7.76424539378924 6.34033179100039 6.99347344156645 6.31314976900201 6.77468683242957 8.10922160446424 7.32157401800305 6.25703736787445 7.90501901116633 7.52617910422019 6.20397367810017 6.67646635426087 6.47884106488526 6.44210145427064 7.03841480746048 6.79007976221137 5.82132384499724 6.61747708418557 7.11405573935548 6.08695537759811 5.47934684456066 6.87102220635432 6.2648260492947 6.51201593443274 6.01151581363715 LOC132743875 120.999709714679 -0.781158266195491 0.206345933361187 -3.78567318226793 1.53293032311821e-4 0.0462150331026009 lcl|NW_026855610.1_cds_XP_060588437.1_14296 132743875 "nucleolar MIF4G domain-containing protein 1-like" XP_060588437.1 complement(join(8609..8884,10521..10652,11608..11772,12545..12672,13045..13170,13584..13814,15203..15296,17523..17644,17993..18181,18580..18605,18965..19799,21251..21316,22136..22280,22988..23119,25012..25203)) CDS sp|Q5C9Z4|NOM1_HUMAN Q5C9Z4 NOM1 HUMAN 48.463 553 262 11 1216 2850 321 858 1.04e-147 462
6.92635560287508 7.70235844567398 7.61058438419642 7.41722655397319 7.9706834559952 8.91216297188519 7.83774970653644 7.25764015040838 7.25966725687954 8.72757648012706 8.84910300553794 9.26278859030889 6.75523332393224 7.77538864026948 9.42044244280611 5.62876317809924 5.50014791558946 5.8788800738649 7.34504648783906 6.71594657460705 5.28113899613091 8.45505009805575 6.18300355046748 7.75162685272073 7.91628055310546 6.35961899328298 8.04152644411838 6.0175759176636 5.37600850792124 6.4461913979499 LOC132757649 210.852034572272 -1.25832878152714 0.332327698706797 -3.78640957832806 1.52839676324831e-4 0.0462150331026009 lcl|NW_026859722.1_cds_XP_060604961.1_29139 132757649 "titin homolog" XP_060604961.1 complement(43806..54599) CDS sp|D3ZQL6|MILK1_RAT D3ZQL6 MILK1 RAT 56.075 107 47 0 1 321 1 107 4.29e-32 141
4.88489270676616 6.96737974744383 7.06203576394306 5.62254584704816 6.05495665619029 7.72943209200877 6.7781391089237 6.48889467944299 5.39822533580014 7.46779604183496 6.73405689729387 6.67897752977449 5.8692793256795 6.98877929863239 6.61652557787541 6.11667508410149 5.29651129492512 5.17341157449107 5.04822375743236 5.42253294505708 5.16567114168046 5.70324653058043 5.37008729633384 6.31672862988868 6.31459477111652 6.03441738072859 5.66936945426448 5.71900508361799 6.54084609601484 5.53500652585321 LOC132758975 77.1851380395887 -0.906959339853231 0.239465910581071 -3.78742568264714 1.52216192246192e-4 0.0462150331026009 lcl|NW_026860124.1_cds_XP_060606675.1_30672 132758975 "uncharacterized protein LOC132758975" XP_060606675.1 complement(join(<3931..4038,5073..5309,8545..10247,29897..30115)) CDS sp|Q9C0D7|ZC12C_HUMAN Q9C0D7 ZC12C HUMAN 52.761 163 70 1 1798 2265 210 372 1.06e-44 176
8.10543863491369 8.02605562695364 7.58547735329966 8.23131266562402 8.06596670189696 8.00885838362048 7.94375201092305 7.57465694416484 7.5075315873741 8.03489465606474 7.68756279807649 7.74955042951322 8.24282003818134 7.70173459100516 7.30509051406952 8.65352034853924 7.98264309301386 8.29434072795941 8.3406028988082 8.02630918679362 8.81581307446609 8.67881183623775 8.04745712446742 8.21764002174842 8.11072897386607 8.72208348759672 8.49621751729772 8.55317917905124 8.10582636967312 7.73530369060183 LOC132759828 279.901603073 0.47652111769247 0.126382611319227 3.77046424914292 1.62944144918822e-4 0.0462150331026009 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9.22106361418442 10.0852813364144 9.70167047102532 10.0892103730584 10.2751583483725 10.9234547579071 10.0284996343354 10.3024357072357 9.51485160645343 9.59568926338223 10.3559236093801 10.4674662584735 9.57473298543249 10.1423987409362 10.8598057142412 9.28211142753217 8.844757451986 9.4193796780896 10.3449088741908 9.90637618531613 8.93521255628431 9.73273773418802 8.81602723249686 10.0293118742625 9.44587276116938 9.07225283397923 9.22549771905197 9.50070014765026 9.46088887614153 9.25544767965048 LOC132720366 926.153182152209 -0.670224639036474 0.177199241088697 -3.78232228828222 1.55372013372186e-4 0.0462150331026009 lcl|NW_026862840.1_cds_XP_060560474.1_40953 132720366 "protein Hook homolog 3-like isoform X4" XP_060560474.1 complement(join(25282..25300,28862..28998,30326..30397,31106..31213,36365..36668,37125..37265,37730..37872,40549..40617,42165..42329,42712..42797,44159..44201,44483..44566,45306..45370,45783..45862,52367..52461,56583..56666,57760..57810,58365..58513,61728..61779,63059..63182,66027..66112,69455..69493)) CDS sp|Q86VS8|HOOK3_HUMAN Q86VS8 HOOK3 HUMAN 51.842 733 323 8 1 2178 7 716 0 656
4.52983077106045 5.22667326322869 5.68865495092923 4.94268098581672 6.58046756860426 4.60437716065203 4.55898594384658 4.33652478375707 1.54349231254338 6.27402867210509 5.962405350668 5.12190368183167 5.29660435642182 4.58620943605031 6.86635266622783 3.27158688830784 4.63412998146666 4.09770375001356 4.58013320465336 4.15019947510466 4.80313583850755 3.59800435829553 3.64740638880996 5.00624828989427 3.20181470663915 3.51938878909185 2.08876297918038 2.73374212776537 3.35203573326295 5.38645653269846 LOC132730855 29.8583586632429 -1.40047761975166 0.371018438334774 -3.77468469232247 1.60210174769991e-4 0.0462150331026009 lcl|NW_026865957.1_cds_XP_060572912.1_52142 132730855 "NACHT, LRR and PYD domains-containing protein 3-like isoform X2" XP_060572912.1 join(42544..42625,44026..46280) CDS sp|Q647I9|NALP5_BOVIN Q647I9 NALP5 BOVIN 32.155 283 188 4 1336 2172 751 1033 1.67e-23 110
6.63705762503212 8.64655203154358 6.96153742707409 7.08621855025116 7.21032409305404 8.26732302933938 7.91337512191428 7.12333889676761 6.79587193013829 6.84583775169951 7.59760005301211 8.50786089662477 6.74010863566393 6.91826977636111 7.35402786988798 6.57534503507515 6.52469652464834 6.56805822688684 6.83861137006486 7.1398445865405 6.65387928736283 6.91858762020184 6.53017619991301 7.12303578807219 6.33915956736975 6.63752629268261 7.0935635963869 6.18702427617502 7.31675387576374 6.22342897662135 LOC132753131 145.273116864248 -0.784712856262362 0.209583310853412 -3.74415717104122 1.81000329864472e-4 0.0466692895980098 lcl|NW_026858413.1_cds_XP_060599551.1_24277 132753131 "myosin-2 heavy chain-like isoform X5" XP_060599551.1 complement(join(37606..37673,44740..44848,47442..47575,48039..48204,53654..53731,54996..55082,59463..59556,63508..63577,73220..73353,80419..80496,83467..83548,95834..95887,101319..101504,103184..103359,105303..105422,106283..106471,107214..107314)) CDS sp|Q6ZMV7|LEKR1_HUMAN Q6ZMV7 LEKR1 HUMAN 40 105 63 0 40 354 5 109 1.03e-9 60.5
6.68948406457764 6.8005338040825 6.60966925286899 6.29203124959151 5.56508593519793 6.06798159171647 6.20643105720486 5.41302953166154 5.84529652002464 5.09642872921786 6.16872866830594 4.81029639123021 8.93313809605337 3.84074560394617 6.56756970098958 4.19488747822757 4.63412998146666 4.31947368839227 5.6843573626883 5.00528681334729 6.01805964719773 5.73368415245258 4.37622663196443 5.11826833889251 3.65744571189959 6.67495352528889 5.15815679572452 4.22980026612078 5.20642614369315 3.16013164708628 LOC132713096 63.8859784501633 -1.42495230760385 0.380149686755547 -3.74839795283105 1.77967720137651e-4 0.0466692895980098 lcl|NW_026860697.1_cds_XP_060551549.1_32918 132713096 "golgin subfamily A member 1-like" XP_060551549.1 complement(join(7138..7302,8194..8721,9097..9207,9935..10095,10694..10886,11602..11697,12372..12524,13304..13399,14040..14135,15911..16006,16374..16502,19229..19324,19756..19867,20252..20367,22859..22987,25868..25965,26783..26857,27417..27507,28318..28392)) CDS sp|Q92805|GOGA1_HUMAN Q92805 GOGA1 HUMAN 51.948 77 35 1 2386 2610 691 767 2.83e-17 90.5
8.94734278807548 10.6148053812364 10.3383423428246 9.42065843785256 10.4285691393294 10.9501584663866 10.2967271422423 9.59009201371887 8.82925747822765 10.3706252477536 11.1858467687112 10.3859421842498 9.67754898675908 9.99088108093433 10.8384689392935 9.25170171626597 7.66335219574354 10.2599831057535 9.28371918527589 10.0484791543847 9.73878092444671 9.07920738347772 9.15722280524866 9.40387681242809 9.31266960327363 9.22935557072102 9.52002293571202 9.61354804327924 9.20803337634961 9.59711475168777 LOC132721308 966.498888317308 -0.823388647593138 0.219483586623527 -3.75148164953888 1.75792621633961e-4 0.0466692895980098 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5.43824742860601 7.74127304450756 5.65686905352474 6.36328264360268 7.92954351995629 7.839633341157 6.01371344614915 8.23770212169272 6.39749813887148 6.39283073591796 6.39921909940467 6.59734336590698 7.19308072489545 6.63141139491722 6.97045424087044 6.23746582032485 5.55341462038896 6.07427020637285 6.05140298584706 6.23272257810887 6.70991166943569 4.95392736209069 4.63721749407143 5.15375544684552 5.76307945480327 6.37486212118305 6.26533827223852 5.88588360447826 6.83660411201697 5.90631980740137 LOC132727157 96.4994266524 -1.01161402056525 0.268993304755781 -3.76074051911326 1.69411094227096e-4 0.0466692895980098 lcl|NW_026864884.1_cds_XP_060568564.1_48249 132727157 "cytosolic carboxypeptidase-like protein 5 isoform X8" XP_060568564.1 complement(join(32815..32833,33150..33252,44988..45217,47027..47358,51534..51772,53817..54016,54594..54778,56314..56449,57068..57228)) CDS sp|B2GV17|CBPC5_RAT B2GV17 CBPC5 RAT 65.972 144 49 0 1 432 460 603 7.75e-55 201
6.78894597056748 9.31916362913469 8.67987218779823 8.20569325316304 6.90545240824508 8.05879059566949 8.43778500258736 8.77174285587915 7.61713142103736 8.52135935363132 8.49766631792725 9.11222248316545 8.26412364994954 7.41469873582826 7.75476091283372 7.76438713836742 7.02651068738807 7.17186059454421 7.76548220897823 7.72547809532399 7.22447232192983 6.54232706637881 7.50936532707997 7.60550252791556 8.10357740235452 7.00389294099656 7.83088665267741 7.59967619580815 7.42123454879015 7.81738966688262 LOC132760592 251.022871811509 -0.799120396110827 0.213901648236155 -3.73592444331505 1.87026823661822e-4 0.0471515403209637 lcl|NW_026860555.1_cds_XP_060608579.1_32388 132760592 "coiled-coil domain-containing protein 178-like" XP_060608579.1 complement(join(94082..94396,94924..95073,95268..95341,96245..96330,96653..96798,98608..98721,99281..99373,105705..105836,106484..106667,107348..107484,108154..108249,108965..109118,110169..110311,110925..110994,112408..112558,112859..113065,113588..113725,114171..114365,114796..114837,115278..115437)) CDS sp|Q5BJE1|CC178_HUMAN Q5BJE1 CC178 HUMAN 26.106 226 120 3 253 897 82 271 2.83e-13 78.2
5.78997837334059 8.00702059760256 7.12146826400684 7.33098831712364 6.65447377398753 7.24143668466437 6.70908071913275 8.2642264961855 5.79642369746778 6.77468683242957 7.63981940452327 7.18293837293664 6.19183212565315 7.06907957592303 8.10281485777328 6.74795223385889 5.41636832005522 6.24632664507334 7.18383104209301 6.79581898533102 6.06177901221671 5.87692572523373 4.48635006004 6.58716415518266 6.35128687588959 5.71319218092191 6.06955709095515 6.87363294040381 6.24046990194613 6.0613705463495 LOC132738510 114.224230022783 -0.944213818133576 0.253560504710185 -3.72382055010024 1.96230430701561e-4 0.0483963964415045 lcl|NW_026851741.1_cds_XP_060581999.1_835 132738510 "centrosome-associated protein 350-like" XP_060581999.1 complement(join(<205..341,2234..2314,5625..5888,7506..7630,7927..8070,8613..8898,9516..9659,13793..14011,14511..14664,16884..16976,19142..19376,22967..23159,24672..24844,25209..25346,28077..28498,31540..31661,32237..32553,32907..33152,36970..37068,40419..40520,41803..41934,42244..42429,49459..>49524)) CDS sp|Q5VT06|CE350_HUMAN Q5VT06 CE350 HUMAN 52.809 178 72 4 3340 3843 1608 1783 1.53e-34 149
